gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,description
RUBCN,4.99836653969813e-27,1.10272219054852,0.694,0.311,2.01119274457834e-22,rubicon autophagy regulator [Source:HGNC Symbol;Acc:HGNC:28991]
SFRP1,5.90179501568174e-27,0.902598164607026,0.866,0.492,2.37470526045986e-22,secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]
FAM111B,6.48380615278429e-27,1.16893683899188,0.313,0.049,2.60888908169581e-22,FAM111 trypsin like peptidase B [Source:HGNC Symbol;Acc:HGNC:24200]
ACAP2,9.03530402181266e-27,0.986559689698595,0.784,0.373,3.63553527925676e-22,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16469]"
DBNDD1,9.11642382191647e-27,1.2125011528804,0.396,0.081,3.66817545322453e-22,dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]
TNF,9.14373939535579e-27,1.32595086976709,0.276,0.036,3.67916642050931e-22,tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]
RP11-669B18.1,1.08401296198314e-26,0.879303419797535,0.53,0.148,4.36174295513158e-22,
ITGA2B,1.34022076689052e-26,0.883606956776738,0.224,0.02,5.39264629973737e-22,integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]
SPATA33,1.44685619839364e-26,0.935617142173725,0.396,0.081,5.82171528547651e-22,spermatogenesis associated 33 [Source:HGNC Symbol;Acc:HGNC:26463]
DLX5,1.59493139982015e-26,0.973937502630226,0.806,0.392,6.41752547345634e-22,distal-less homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2918]
CDK2,1.77448677974454e-26,1.16748698623737,0.642,0.232,7.14000245565809e-22,cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]
ATP1A1,1.7756576872303e-26,0.601483556861796,0.948,0.73,7.14471383610855e-22,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]
RP11-66B24.1,1.87061823575864e-26,1.04090941343076,0.5,0.132,7.52680659522204e-22,
GATS,2.27935348060527e-26,0.867414818375384,0.328,0.054,9.17143459991143e-22,
C18orf54,2.81607069014264e-26,0.983543828797127,0.328,0.055,1.13310236359269e-21,chromosome 18 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:13796]
SLC43A3,3.73192783910977e-26,0.961172534073821,0.799,0.404,1.5016158046226e-21,solute carrier family 43 member 3 [Source:HGNC Symbol;Acc:HGNC:17466]
ZNF600,3.80184867592566e-26,0.856721520862368,0.776,0.355,1.52974985173221e-21,zinc finger protein 600 [Source:HGNC Symbol;Acc:HGNC:30951]
AC002116.7,4.29276838487001e-26,0.719890605201535,0.209,0.017,1.72728121502015e-21,
HAGHL,4.59084149791526e-26,1.05712542831723,0.254,0.03,1.84721689351616e-21,hydroxyacylglutathione hydrolase like [Source:HGNC Symbol;Acc:HGNC:14177]
HACD1,1.01514730716573e-25,1.16638756450689,0.463,0.118,4.08464821984273e-21,3-hydroxyacyl-CoA dehydratase 1 [Source:HGNC Symbol;Acc:HGNC:9639]
FHL2,1.061790384037e-25,0.836759373968508,0.858,0.511,4.27232596824967e-21,four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]
CMYA5,1.1738722468643e-25,0.994439441087353,0.41,0.091,4.72330975970788e-21,cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:HGNC:14305]
SEMA5A,1.56584121689409e-25,1.02637321220069,0.657,0.238,6.30047530441677e-21,semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]
RPP25,1.59300539559967e-25,1.00460708967116,0.201,0.016,6.4097758102744e-21,ribonuclease P and MRP subunit p25 [Source:HGNC Symbol;Acc:HGNC:30361]
RALY,1.64045173786139e-25,0.802601904118505,0.866,0.544,6.60068565763288e-21,RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]
PRKCI,1.65597792675802e-25,1.05368409971712,0.619,0.216,6.66315838389626e-21,protein kinase C iota [Source:HGNC Symbol;Acc:HGNC:9404]
HMG20B,1.67528467732266e-25,0.769506089360192,0.873,0.555,6.74084295614317e-21,high mobility group 20B [Source:HGNC Symbol;Acc:HGNC:5002]
RP5-1025A1.2,1.72569146347212e-25,0.888512421039923,0.522,0.158,6.94366474157278e-21,
CACNG4,1.76910339763487e-25,0.786308004592673,0.157,0.007,7.11834134106343e-21,calcium voltage-gated channel auxiliary subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:1408]
SLC39A14,2.2713964951608e-25,1.24670708603583,0.545,0.181,9.13941807757853e-21,solute carrier family 39 member 14 [Source:HGNC Symbol;Acc:HGNC:20858]
HDAC10,3.52163706036942e-25,0.837419060685357,0.373,0.074,1.41700110398085e-20,histone deacetylase 10 [Source:HGNC Symbol;Acc:HGNC:18128]
OR2A7,3.83648192029637e-25,0.96274264607384,0.433,0.102,1.54368523026965e-20,olfactory receptor family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:8234]
EPB41L4A,4.04871478706878e-25,0.937337926602799,0.351,0.068,1.62908136887287e-20,erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278]
MGST1,4.18796968942581e-25,0.627596028017302,0.925,0.64,1.68511336393426e-20,microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]
CENPU,6.31874337638392e-25,1.1590551336186,0.485,0.121,2.5424727723556e-20,centromere protein U [Source:HGNC Symbol;Acc:HGNC:21348]
DOK5,6.54178736817597e-25,0.939236994426436,0.239,0.027,2.63221898333296e-20,docking protein 5 [Source:HGNC Symbol;Acc:HGNC:16173]
RAB11B,7.75917232964574e-25,0.791697909618069,0.836,0.543,3.12205817027956e-20,"RAB11B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9761]"
ITGB1P1,8.83684796962065e-25,0.716460736907329,0.903,0.584,3.55568251753626e-20,integrin subunit beta 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3781]
CLIC4,9.49657890835839e-25,0.767972522711179,0.873,0.583,3.82113845535616e-20,chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]
MCOLN1,1.11324325059388e-24,1.16703554635717,0.552,0.187,4.47935686741461e-20,mucolipin TRP cation channel 1 [Source:HGNC Symbol;Acc:HGNC:13356]
ANKRD36,1.12905245535017e-24,0.6698499895319,0.933,0.757,4.54296836459248e-20,ankyrin repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:24079]
TCN2,1.13509563647851e-24,1.26007948694187,0.47,0.126,4.56728431249859e-20,transcobalamin 2 [Source:HGNC Symbol;Acc:HGNC:11653]
CCDC14,1.17985609601656e-24,0.820695219409409,0.873,0.607,4.74738697354185e-20,coiled-coil domain containing 14 [Source:HGNC Symbol;Acc:HGNC:25766]
DAPK3,1.21606228074007e-24,1.09895749152544,0.687,0.3,4.8930697990138e-20,death associated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:2676]
H1F0,1.27186278479122e-24,0.532112324637565,0.881,0.752,5.11759428716443e-20,
ABCB6,1.27512937941882e-24,1.05258186613089,0.552,0.196,5.13073808396752e-20,ATP binding cassette subfamily B member 6 (LAN blood group) [Source:HGNC Symbol;Acc:HGNC:47]
RNU6-768P,1.39150000852245e-24,1.01948318776556,0.187,0.014,5.59897858429177e-20,"RNA, U6 small nuclear 768, pseudogene [Source:HGNC Symbol;Acc:HGNC:47731]"
AP1M2,1.65500382650097e-24,1.03351955552941,0.716,0.314,6.65923889669194e-20,adaptor related protein complex 1 subunit mu 2 [Source:HGNC Symbol;Acc:HGNC:558]
RFC4,1.9697055729205e-24,1.12869999627214,0.634,0.242,7.92550431376022e-20,replication factor C subunit 4 [Source:HGNC Symbol;Acc:HGNC:9972]
CSRP2,2.10065762819995e-24,0.731081308358152,0.881,0.557,8.45241609858813e-20,cysteine and glycine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2470]
C1orf198,2.55175051803732e-24,1.15940590531754,0.604,0.235,1.02674785594268e-19,chromosome 1 open reading frame 198 [Source:HGNC Symbol;Acc:HGNC:25900]
S100A6,2.66094108429078e-24,0.755827822935534,0.948,0.576,1.07068286408608e-19,S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]
EPS8L2,2.71510810634727e-24,1.01453654696651,0.716,0.376,1.09247804875095e-19,EPS8 signaling adaptor L2 [Source:HGNC Symbol;Acc:HGNC:21296]
WDR76,2.77958431121605e-24,1.20901765490742,0.381,0.085,1.118421339304e-19,WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773]
PCNA,3.62031926692639e-24,0.935266918867077,0.769,0.404,1.45670786343317e-19,proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]
PPL,3.74948136672446e-24,1.02254270992173,0.731,0.362,1.50867881752892e-19,periplakin [Source:HGNC Symbol;Acc:HGNC:9273]
RSRP1,3.87826965772387e-24,0.823083405921081,0.806,0.499,1.56049936217835e-19,arginine and serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:25234]
NRP2,5.80417495395695e-24,0.714824489518075,0.896,0.611,2.33542587622366e-19,neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
KANK2,6.44681264298481e-24,1.11138808054097,0.366,0.077,2.5940040031578e-19,KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]
CEBPG,7.96748825824311e-24,1.0098430664025,0.716,0.313,3.20587825046928e-19,CCAAT enhancer binding protein gamma [Source:HGNC Symbol;Acc:HGNC:1837]
CTC-470E21.2,8.3224130394747e-24,0.595506835299734,0.201,0.018,3.34868933469343e-19,
UBA2,8.93470987498696e-24,1.02180339776347,0.672,0.278,3.59505921239851e-19,ubiquitin like modifier activating enzyme 2 [Source:HGNC Symbol;Acc:HGNC:30661]
RRM1,9.64608247273664e-24,1.0342877003642,0.709,0.316,3.88129420455504e-19,ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451]
CBY1,9.88230495966767e-24,0.935132479830957,0.776,0.368,3.97634304662148e-19,"chibby 1, beta catenin antagonist [Source:HGNC Symbol;Acc:HGNC:1307]"
AC096579.14,1.14725149429962e-23,1.0401333648653,0.425,0.113,4.61619583761339e-19,
TBC1D8,1.24140455347742e-23,1.06783956685564,0.642,0.248,4.99503950182709e-19,TBC1 domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17791]
SREBF2,1.34058875939122e-23,0.964674903242091,0.754,0.362,5.39412699116246e-19,sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]
AC074117.12,1.42485081833116e-23,0.490233990011356,0.933,0.77,5.73317223771908e-19,
HDAC9,1.54439897481903e-23,0.707333507580029,0.246,0.033,6.21419815497934e-19,histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]
NAP1L4,1.72349361024499e-23,0.526462052385648,0.963,0.748,6.93482123954277e-19,nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640]
FLNB,2.37120311817248e-23,0.493641063517268,0.97,0.813,9.54100998659062e-19,filamin B [Source:HGNC Symbol;Acc:HGNC:3755]
GPX1,2.79188244305723e-23,0.583466348976269,0.896,0.639,1.12336973861294e-18,glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553]
WBP2NL,2.90432337507799e-23,0.708375192755765,0.209,0.021,1.16861259643013e-18,WBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:28389]
DTL,3.00351772023569e-23,1.08539991456374,0.366,0.079,1.20852542509124e-18,denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288]
KIAA0895,3.20610257765858e-23,1.06751609568575,0.493,0.148,1.29003949417248e-18,
SLC30A5,4.21967081274172e-23,1.10436266250233,0.493,0.152,1.69786894492289e-18,solute carrier family 30 member 5 [Source:HGNC Symbol;Acc:HGNC:19089]
RP4-798C17.7,4.34693934706818e-23,0.480293903280635,0.194,0.017,1.74907798507982e-18,
COTL1,4.74629614783165e-23,1.16889550609439,0.44,0.119,1.90976718100302e-18,coactosin like F-actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18304]
ZNF611,5.30028088797195e-23,0.837881094786206,0.873,0.652,2.13267402089327e-18,zinc finger protein 611 [Source:HGNC Symbol;Acc:HGNC:28766]
ECT2,5.62733650950431e-23,1.0870870923475,0.44,0.117,2.26427139132925e-18,epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155]
COMTD1,6.8933866132371e-23,1.17835469994071,0.381,0.085,2.77369197156821e-18,catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26309]
PCBP4,7.7384188777208e-23,1.08572047075779,0.634,0.271,3.11370760382852e-18,poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]
C15orf52,7.9833795909212e-23,1.19256956104197,0.522,0.191,3.21227244599896e-18,
TBCB,8.84045403639733e-23,0.724404135390096,0.843,0.521,3.55713349062519e-18,tubulin folding cofactor B [Source:HGNC Symbol;Acc:HGNC:1989]
AP000609.2,9.67735223691519e-23,0.425859101368101,0.933,0.823,3.89387621956756e-18,
HEXB,1.01887884896748e-22,0.882560376234646,0.784,0.42,4.09966282459045e-18,hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879]
RP11-319J24.1,1.0663524244527e-22,0.744461376426718,0.187,0.016,4.29068225027034e-18,
ST8SIA6,1.07386007570827e-22,1.11970063991224,0.433,0.115,4.32089078662738e-18,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23317]"
ZNF137P,1.19762225248972e-22,0.889576177926354,0.612,0.263,4.81887265734289e-18,"zinc finger protein 137, pseudogene [Source:HGNC Symbol;Acc:HGNC:12921]"
RBL1,1.26551008319647e-22,1.04631713335542,0.56,0.199,5.09203292175763e-18,RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893]
PMP22,1.26934140613335e-22,1.05854661003342,0.649,0.27,5.10744901585877e-18,peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118]
PLXNB2,1.33974338066076e-22,0.64616340720944,0.925,0.643,5.3907254407647e-18,plexin B2 [Source:HGNC Symbol;Acc:HGNC:9104]
RP11-108P2.1,1.41078605390754e-22,0.796018824814561,0.336,0.068,5.67657984510777e-18,
CCDC189,1.50986754405013e-22,1.13423134087979,0.373,0.093,6.07525403699451e-18,
CD24,1.59428750631061e-22,0.390781807218332,0.985,0.851,6.41493463914199e-18,CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645]
LYPD5,1.73794193738822e-22,1.07322394707809,0.313,0.058,6.99295697346898e-18,LY6/PLAUR domain containing 5 [Source:HGNC Symbol;Acc:HGNC:26397]
AP1S1,1.85746116769089e-22,1.05570848000877,0.59,0.236,7.47386650043785e-18,adaptor related protein complex 1 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:559]
CRELD2,1.8744813710288e-22,1.19185471955494,0.53,0.177,7.54235069260859e-18,cysteine rich with EGF like domains 2 [Source:HGNC Symbol;Acc:HGNC:28150]
CYSTM1,1.89651879953392e-22,1.16889734221359,0.53,0.177,7.63102269368463e-18,cysteine rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:HGNC:30239]
CBX3,2.22899595577937e-22,0.694031870815873,0.888,0.691,8.96881102726943e-18,chromobox 3 [Source:HGNC Symbol;Acc:HGNC:1553]
DSC2,2.27348388889207e-22,0.75754971890249,0.843,0.598,9.14781712373504e-18,desmocollin 2 [Source:HGNC Symbol;Acc:HGNC:3036]
EMP2,2.32903698420325e-22,0.844796208101228,0.851,0.451,9.37134611333861e-18,epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]
TECR,2.40783641131217e-22,0.414449906592958,0.97,0.792,9.68841136819676e-18,"trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:4551]"
ENO2,2.51583374506718e-22,1.1875293791897,0.396,0.097,1.01229602400268e-17,enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353]
TRAM1,2.59468019812176e-22,0.794770436322501,0.806,0.508,1.04402147131825e-17,translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]
RSU1,2.87387158864647e-22,0.548512365742906,0.933,0.693,1.15635971112368e-17,Ras suppressor protein 1 [Source:HGNC Symbol;Acc:HGNC:10464]
ARHGAP42,2.94895684193317e-22,0.887301087825125,0.478,0.143,1.18657176448865e-17,Rho GTPase activating protein 42 [Source:HGNC Symbol;Acc:HGNC:26545]
MCU,3.48034961163347e-22,1.07177052871296,0.612,0.234,1.40038827323296e-17,mitochondrial calcium uniporter [Source:HGNC Symbol;Acc:HGNC:23526]
AZGP1,3.78677077988427e-22,0.885556592015139,0.955,0.496,1.52368295870203e-17,"alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]"
TCP11,4.20545746651118e-22,0.922153775002068,0.216,0.026,1.6921499208001e-17,t-complex 11 [Source:HGNC Symbol;Acc:HGNC:11658]
BOK,4.63657010933603e-22,1.11778672905488,0.41,0.107,1.86561671489354e-17,BCL2 family apoptosis regulator BOK [Source:HGNC Symbol;Acc:HGNC:1087]
MSH6,4.64246803869704e-22,0.868077275811544,0.791,0.362,1.86798986473053e-17,mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329]
NRP1,4.68724333263381e-22,0.966428614257084,0.709,0.331,1.88600609975187e-17,neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]
CYBRD1,5.91953501917864e-22,1.05636865393602,0.642,0.278,2.38184330566691e-17,cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]
CCDC150,6.13317269178895e-22,0.961728512289136,0.246,0.036,2.46780469599512e-17,coiled-coil domain containing 150 [Source:HGNC Symbol;Acc:HGNC:26834]
CTD-2568A17.3,7.4443422455584e-22,0.737069357319404,0.813,0.496,2.99537998934533e-17,
DAAM1,7.70324849503242e-22,0.827695044705287,0.813,0.487,3.0995560969462e-17,dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]
AC011330.5,7.91042031468182e-22,0.737428811094166,0.403,0.102,3.18291582201852e-17,
UBXN11,8.04975337277042e-22,1.05196865803965,0.627,0.264,3.23897926460163e-17,UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]
MITF,8.77269153232753e-22,0.996226464974258,0.336,0.071,3.52986789186263e-17,melanocyte inducing transcription factor [Source:HGNC Symbol;Acc:HGNC:7105]
FTH1P7,8.89421507829604e-22,0.303147116225986,0.948,0.913,3.57876532105398e-17,ferritin heavy chain 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:3994]
NUP210,9.01826191241595e-22,1.04443920564228,0.396,0.1,3.62867804569881e-17,nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052]
MCM3,9.11336483002082e-22,0.952525641566177,0.731,0.372,3.66694460665548e-17,minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945]
RPS2P46,1.07141501217366e-21,0.429824897958676,0.978,0.818,4.31105258448315e-17,ribosomal protein S2 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:35839]
FST,1.17804344928047e-21,1.06778223149078,0.321,0.063,4.74009342686984e-17,follistatin [Source:HGNC Symbol;Acc:HGNC:3971]
DENND6B,1.31754765317935e-21,1.04605526457191,0.396,0.103,5.30141649209776e-17,DENN domain containing 6B [Source:HGNC Symbol;Acc:HGNC:32690]
COBL,1.3953910126641e-21,0.962210254752813,0.5,0.163,5.61463481765654e-17,cordon-bleu WH2 repeat protein [Source:HGNC Symbol;Acc:HGNC:22199]
DDX39A,1.60095370451774e-21,0.791495916330685,0.784,0.468,6.44175742086802e-17,DExD-box helicase 39A [Source:HGNC Symbol;Acc:HGNC:17821]
MYBL2,1.82500711316006e-21,0.939068426962722,0.239,0.034,7.34328112122214e-17,MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]
AD000090.2,1.9543962086924e-21,1.03024199909294,0.373,0.09,7.8639040249156e-17,
DYNC1I1,2.08346768508357e-21,0.959362757747492,0.709,0.312,8.38324892447076e-17,dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963]
AC022182.2,2.11609223317872e-21,0.733480679291348,0.716,0.369,8.51452031864122e-17,
RP11-610P19.2,2.23829834132832e-21,0.832513580421042,0.575,0.232,9.00624103600276e-17,
HLTF,3.05300047158172e-21,0.897450310540692,0.754,0.368,1.22843579975034e-16,helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099]
GSTT2B,3.31328845734313e-21,0.993799546976384,0.373,0.088,1.33316787658115e-16,glutathione S-transferase theta 2B [Source:HGNC Symbol;Acc:HGNC:33437]
PRKCSH,3.54605482183595e-21,0.586804774594222,0.918,0.772,1.42682607866213e-16,PRKCSH beta subunit of glucosidase II [Source:HGNC Symbol;Acc:HGNC:9411]
ANKZF1,3.57352004057508e-21,0.91808132647539,0.754,0.387,1.43787725872619e-16,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:25527]
TUBGCP6,3.63274010755195e-21,0.774333654480021,0.836,0.495,1.46170563707568e-16,tubulin gamma complex component 6 [Source:HGNC Symbol;Acc:HGNC:18127]
LPIN1,4.14307649705579e-21,0.981254829771453,0.687,0.321,1.66704969012034e-16,lipin 1 [Source:HGNC Symbol;Acc:HGNC:13345]
EHD2,4.83665280575661e-21,0.975036279086788,0.701,0.34,1.94612398945229e-16,EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]
PLAUR,5.39708185126756e-21,1.12253533511606,0.448,0.128,2.17162382449453e-16,"plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]"
RBM42,5.49754801754916e-21,0.820767165895933,0.769,0.437,2.21204839582125e-16,RNA binding motif protein 42 [Source:HGNC Symbol;Acc:HGNC:28117]
OAT,6.2794877956743e-21,0.366671347369193,0.903,0.794,2.52667750434547e-16,ornithine aminotransferase [Source:HGNC Symbol;Acc:HGNC:8091]
ATHL1,6.93558132471993e-21,1.03974209786118,0.552,0.193,2.79066985762756e-16,
PCBP3,7.83223692489342e-21,0.579854587254896,0.104,0.002,3.15145717146937e-16,poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:8651]
S100A10,8.0284609756573e-21,0.60313752896019,0.918,0.626,3.23041184277523e-16,S100 calcium binding protein A10 [Source:HGNC Symbol;Acc:HGNC:10487]
RP11-284E20.1,8.94560170429459e-21,0.802474904190099,0.843,0.462,3.59944175775702e-16,
LGALS3,8.94580662520948e-21,0.77962061172433,0.836,0.5,3.59952421178554e-16,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]
CXADR,9.28962536602031e-21,0.56657026250368,0.925,0.694,3.73786655852559e-16,CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]
PRSS12,9.57025358514656e-21,0.966067352703391,0.254,0.041,3.85078293505542e-16,serine protease 12 [Source:HGNC Symbol;Acc:HGNC:9477]
RASSF1,1.11402314837268e-20,0.973192365634911,0.694,0.302,4.48249494210714e-16,Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]
FUZ,1.17523620596068e-20,1.0049659905197,0.567,0.216,4.72879792192398e-16,fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]
RAD18,1.28672865115441e-20,0.990306326980297,0.53,0.183,5.17741007365e-16,RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]
HSPB1,1.3424696407912e-20,0.739370266625422,0.888,0.548,5.40169509365155e-16,heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246]
COL4A4,1.39910918589695e-20,0.777332027144691,0.224,0.032,5.62959563129357e-16,collagen type IV alpha 4 chain [Source:HGNC Symbol;Acc:HGNC:2206]
PRR36,1.4653118695083e-20,0.652573896591199,0.328,0.072,5.89597536934056e-16,proline rich 36 [Source:HGNC Symbol;Acc:HGNC:26172]
