gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,description
GAPDHP38,0.00533730856098573,-0.253215105850937,0.336,0.46,1,glyceraldehyde 3 phosphate dehydrogenase pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:37792]
CALCOCO2,0.00534138986540328,-0.369418909132891,0.336,0.439,1,calcium binding and coiled-coil domain 2 [Source:HGNC Symbol;Acc:HGNC:29912]
CYFIP2,0.00534667183133097,-0.467541421267809,0.052,0.134,1,cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]
RP11-351I24.3,0.00540352200361139,-0.379877350443268,0.224,0.343,1,
GAS2,0.00544812672787294,-0.346377909724926,0.351,0.464,1,growth arrest specific 2 [Source:HGNC Symbol;Acc:HGNC:4167]
SOX13,0.00546424246218842,-0.437415383808381,0.082,0.172,1,SRY-box transcription factor 13 [Source:HGNC Symbol;Acc:HGNC:11192]
CTB-36O1.4,0.00571480277659987,-0.335457458625325,0.216,0.35,1,
RPS26P31,0.0057311836191286,-0.327798399180662,0.09,0.188,1,ribosomal protein S26 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:36614]
FLOT2,0.00578188405734228,-0.311485168361669,0.485,0.583,1,flotillin 2 [Source:HGNC Symbol;Acc:HGNC:3758]
ST20,0.00584540276993671,-0.350464510218575,0.09,0.185,1,suppressor of tumorigenicity 20 [Source:HGNC Symbol;Acc:HGNC:33520]
SLC18B1,0.00584787290385175,-0.447705886911766,0.052,0.139,1,solute carrier family 18 member B1 [Source:HGNC Symbol;Acc:HGNC:21573]
SERPINE2,0.00596616280364067,-0.40756583698879,0.306,0.415,1,serpin family E member 2 [Source:HGNC Symbol;Acc:HGNC:8951]
NFIL3,0.00597809654622632,-0.456607202720582,0.067,0.158,1,"nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]"
SLTM,0.00598011761492159,-0.266425191535632,0.537,0.654,1,SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]
PGM5P2,0.00602454408315224,-0.366574901361663,0.045,0.122,1,phosphoglucomutase 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:18965]
TIMM8B,0.00603205823614037,-0.39672296228831,0.321,0.401,1,translocase of inner mitochondrial membrane 8 homolog B [Source:HGNC Symbol;Acc:HGNC:11818]
COPS4,0.00615977523341283,-0.346777329308555,0.276,0.403,1,COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702]
SEMA4A,0.00616596462701315,-0.335964496757664,0.291,0.429,1,semaphorin 4A [Source:HGNC Symbol;Acc:HGNC:10729]
RNU6-1092P,0.00618290480762616,-0.511153375729731,0.045,0.123,1,"RNA, U6 small nuclear 1092, pseudogene [Source:HGNC Symbol;Acc:HGNC:48055]"
BTN3A2,0.00624805079837661,-0.302941138734435,0.104,0.208,1,butyrophilin subfamily 3 member A2 [Source:HGNC Symbol;Acc:HGNC:1139]
DUSP2,0.00628821745980003,-0.562623104847853,0.172,0.265,1,dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]
SUPT3H,0.00629492359987914,-0.315675896905937,0.142,0.26,1,"SPT3 homolog, SAGA and STAGA complex component [Source:HGNC Symbol;Acc:HGNC:11466]"
ULK1,0.00635528462905488,-0.345991231864471,0.149,0.262,1,unc-51 like autophagy activating kinase 1 [Source:HGNC Symbol;Acc:HGNC:12558]
KAT2A,0.00635831602303925,-0.576112628467202,0.149,0.241,1,lysine acetyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:4201]
IL3RA,0.00640205294195436,-0.295347539079205,0.037,0.115,1,interleukin 3 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6012]
SPRY2,0.00640469097972236,-0.420952664582307,0.037,0.114,1,sprouty RTK signaling antagonist 2 [Source:HGNC Symbol;Acc:HGNC:11270]
CEBPD,0.0064654324051976,-0.424691270952077,0.09,0.183,1,CCAAT enhancer binding protein delta [Source:HGNC Symbol;Acc:HGNC:1835]
FUNDC2,0.00650186570107365,-0.321367285233209,0.358,0.471,1,FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]
APPL2,0.00651002167092465,-0.34541706757391,0.187,0.304,1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2 [Source:HGNC Symbol;Acc:HGNC:18242]"
ZC3H13,0.00654500947503114,-0.260976133204732,0.552,0.638,1,zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]
HIST1H2AE,0.00661797128340254,-0.464495329973472,0.045,0.13,1,
UTRN,0.00665671946671273,-0.261765738623644,0.485,0.611,1,utrophin [Source:HGNC Symbol;Acc:HGNC:12635]
ILVBL,0.00666423821430672,-0.353872310672677,0.269,0.395,1,ilvB acetolactate synthase like [Source:HGNC Symbol;Acc:HGNC:6041]
RP11-88H10.1,0.0067078252950019,-0.300618792303384,0.09,0.188,1,
RP11-259O2.1,0.00676605603264618,-0.406280806979029,0.09,0.185,1,
BDH2P1,0.00704994236451713,-0.307783033203998,0.209,0.333,1,"3-hydroxybutyrate dehydrogenase 2, pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21476]"
CTBP1-AS,0.00712623271120727,-0.28649588010295,0.037,0.111,1,CTBP1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:48337]
DAB2IP,0.00730304661107444,-0.389028285582307,0.164,0.261,1,DAB2 interacting protein [Source:HGNC Symbol;Acc:HGNC:17294]
STAT5B,0.00732202406523002,-0.368954996304402,0.127,0.231,1,signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]
COX16,0.0074546191423017,-0.324085694714618,0.321,0.418,1,cytochrome c oxidase assembly factor COX16 [Source:HGNC Symbol;Acc:HGNC:20213]
RP11-745A24.2,0.00748275673908814,-0.259355194139984,0.373,0.485,1,
THTPA,0.00753920757216034,-0.418564892963818,0.149,0.248,1,thiamine triphosphatase [Source:HGNC Symbol;Acc:HGNC:18987]
SPRY4,0.00756373509675638,-0.338888041537822,0.06,0.144,1,sprouty RTK signaling antagonist 4 [Source:HGNC Symbol;Acc:HGNC:15533]
COQ5,0.0076992988590256,-0.476732133060756,0.149,0.245,1,"coenzyme Q5, methyltransferase [Source:HGNC Symbol;Acc:HGNC:28722]"
RP5-1086D14.5,0.0077247371274585,-0.542844503839706,0.119,0.202,1,
C14orf156,0.00778481498950817,-0.329463424458417,0.448,0.499,1,
SNW1,0.0077857886374954,-0.330541663665231,0.343,0.46,1,SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696]
MAMDC2,0.00783217636007669,-0.315639522231482,0.403,0.538,1,MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]
DCP1B,0.00793683114670149,-0.401260943281452,0.142,0.246,1,decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]
MAN1B1,0.00797511766182372,-0.318265797564332,0.336,0.472,1,mannosidase alpha class 1B member 1 [Source:HGNC Symbol;Acc:HGNC:6823]
RP11-385J23.1,0.00808669894206461,-0.312280747821498,0.052,0.133,1,
PPT2,0.00824634660762111,-0.323969792179253,0.127,0.231,1,palmitoyl-protein thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:9326]
TNFRSF10D,0.0082744833551354,-0.43290699343078,0.067,0.151,1,TNF receptor superfamily member 10d [Source:HGNC Symbol;Acc:HGNC:11907]
RNF39,0.0083245903590532,-0.52128942848866,0.067,0.15,1,ring finger protein 39 [Source:HGNC Symbol;Acc:HGNC:18064]
EGFR,0.00837386767308881,-0.29620788561156,0.463,0.558,1,epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]
GPKOW,0.00841446419961934,-0.399407490854904,0.179,0.289,1,G-patch domain and KOW motifs [Source:HGNC Symbol;Acc:HGNC:30677]
SUGCT,0.00845648150963393,-0.422509103297611,0.045,0.12,1,succinyl-CoA:glutarate-CoA transferase [Source:HGNC Symbol;Acc:HGNC:16001]
WBP4,0.00861749447649589,-0.342384627900024,0.366,0.456,1,WW domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:12739]
TSPAN6,0.0091137492469181,-0.267772761093863,0.425,0.541,1,tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]
WDR13,0.009131420264296,-0.332313890634659,0.299,0.41,1,WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]
METTL7A,0.00924353236160751,-0.331322201181666,0.112,0.209,1,
DUX4L50,0.0094044725844044,-0.384066264420769,0.082,0.173,1,double homeobox 4 like 50 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51788]
FKBP11,0.00940955907781944,-0.456861132211767,0.112,0.197,1,FKBP prolyl isomerase 11 [Source:HGNC Symbol;Acc:HGNC:18624]
KCTD12,0.00954622755393927,-0.292233378450142,0.037,0.108,1,potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678]
CSPG4,0.00958392487873797,-0.372253403450305,0.142,0.24,1,chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466]
RPL21P116,0.00958794983378483,-0.281473764000343,0.06,0.14,1,ribosomal protein L21 pseudogene 116 [Source:HGNC Symbol;Acc:HGNC:36101]
CMAS,0.00966992264963384,-0.427267693099989,0.164,0.264,1,cytidine monophosphate N-acetylneuraminic acid synthetase [Source:HGNC Symbol;Acc:HGNC:18290]
RP11-127B20.2,0.00967101951362717,-0.390233109951411,0.045,0.121,1,
AC004797.1,0.00967828107457059,-0.313667680002303,0.321,0.42,1,
ABL1,0.00986490860249022,-0.363658969095271,0.172,0.273,1,"ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]"
PIGO,0.0100782939768997,-0.35247239406827,0.194,0.31,1,phosphatidylinositol glycan anchor biosynthesis class O [Source:HGNC Symbol;Acc:HGNC:23215]
TPRG1,0.0101068110682593,-0.489798002183483,0.127,0.208,1,tumor protein p63 regulated 1 [Source:HGNC Symbol;Acc:HGNC:24759]
SSBP3,0.0102062225335559,-0.371570766172791,0.172,0.27,1,single stranded DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15674]
TMEM2,0.0102526981988355,-0.33510949074674,0.172,0.273,1,
FSTL1,0.0105372525863973,-0.290213528491935,0.448,0.553,1,follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]
ACOT13,0.0105893648125551,-0.330483631992031,0.269,0.364,1,acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999]
ALDH1B1,0.0105986192939634,-0.379022976269129,0.037,0.107,1,aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407]
RP11-558C24.1,0.0106267074237948,-0.263428537597093,0.41,0.497,1,
NEK6,0.0107688641571755,-0.377644237781362,0.127,0.219,1,NIMA related kinase 6 [Source:HGNC Symbol;Acc:HGNC:7749]
NBR1,0.0107923176976136,-0.295827654023118,0.388,0.5,1,NBR1 autophagy cargo receptor [Source:HGNC Symbol;Acc:HGNC:6746]
RP11-274B21.13,0.0109041966087792,-0.383669798366157,0.045,0.116,1,
RCBTB2,0.0109822354843261,-0.368786080317585,0.172,0.278,1,RCC1 and BTB domain containing protein 2 [Source:HGNC Symbol;Acc:HGNC:1914]
TMUB2,0.010993474985917,-0.324220898736916,0.336,0.44,1,transmembrane and ubiquitin like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28459]
PALMD,0.0110244144077064,-0.509114447035878,0.067,0.144,1,palmdelphin [Source:HGNC Symbol;Acc:HGNC:15846]
PQBP1,0.0111585295557983,-0.274025632609934,0.522,0.542,1,polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9330]
RP11-365F18.1,0.0112423347438506,-0.304899645247386,0.09,0.182,1,
RP3-324O17.4,0.0113304143589766,-0.340599978793752,0.157,0.264,1,
AC019201.1,0.0113719401605612,-0.34996760415364,0.209,0.298,1,
ZNF462,0.0113744277485215,-0.286699121305947,0.463,0.546,1,zinc finger protein 462 [Source:HGNC Symbol;Acc:HGNC:21684]
PTRH2,0.011406879603517,-0.349118788950426,0.216,0.322,1,peptidyl-tRNA hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:24265]
RP5-961K14.1,0.0117551197759061,-0.310949316931825,0.209,0.301,1,
ZNF605,0.0118896130295775,-0.322602434520494,0.09,0.17,1,zinc finger protein 605 [Source:HGNC Symbol;Acc:HGNC:28068]
EVI2A,0.0119007435150044,-0.472081874479473,0.06,0.134,1,ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499]
PTGS1,0.0119768583505501,-0.374653653049364,0.104,0.196,1,prostaglandin-endoperoxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:9604]
DYRK4,0.012054422287624,-0.399289913860584,0.179,0.265,1,dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095]
PIAS1,0.0120645073093767,-0.304809679972994,0.366,0.458,1,protein inhibitor of activated STAT 1 [Source:HGNC Symbol;Acc:HGNC:2752]
C17orf49,0.0121918622577766,-0.278369205547189,0.366,0.468,1,
COL10A1,0.0121971144425502,-0.557833261760996,0.037,0.103,1,collagen type X alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2185]
NTM,0.0122242077448169,-0.362057896363975,0.037,0.104,1,neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]
RPP25L,0.012229958318242,-0.46000110218311,0.112,0.198,1,ribonuclease P/MRP subunit p25 like [Source:HGNC Symbol;Acc:HGNC:19909]
SERINC2,0.0122711261677952,-0.341129250058957,0.201,0.306,1,serine incorporator 2 [Source:HGNC Symbol;Acc:HGNC:23231]
IVD,0.0123133335068166,-0.30091792829041,0.321,0.417,1,isovaleryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:6186]
CCND3,0.012354831661571,-0.37255198957766,0.201,0.298,1,cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585]
DNAJC17,0.0124031973000576,-0.297638668562411,0.187,0.297,1,DnaJ heat shock protein family (Hsp40) member C17 [Source:HGNC Symbol;Acc:HGNC:25556]
RPL18P13,0.0124424350344757,-0.261721991083324,0.097,0.184,1,ribosomal protein L18 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:35599]
KIAA1324,0.0124441213606927,-0.484105864380268,0.09,0.168,1,
TRAFD1,0.0125676642553515,-0.329429174232471,0.231,0.341,1,TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24808]
RPL9P25,0.0125764121617379,-0.254413549374003,0.231,0.353,1,ribosomal protein L9 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36112]
AC093509.1,0.0127623584288848,-0.266112380220074,0.328,0.441,1,
RP11-465N4.2,0.0132783626686319,-0.280772906858221,0.045,0.115,1,
CTB-167G5.3,0.0134031430134641,-0.260203848676391,0.045,0.116,1,
RNF146,0.013489749236621,-0.399878535761959,0.142,0.234,1,ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]
NAV1,0.013500042439073,-0.29252704442113,0.157,0.252,1,neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989]
PTPN2,0.013640366772499,-0.2648433951775,0.448,0.547,1,protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]
SNX22,0.0137186968106863,-0.375320364081931,0.052,0.123,1,sorting nexin 22 [Source:HGNC Symbol;Acc:HGNC:16315]
SEC63,0.0138528126732425,-0.253071233801958,0.373,0.505,1,"SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]"
PPARD,0.0138560790957632,-0.350576630560387,0.246,0.347,1,peroxisome proliferator activated receptor delta [Source:HGNC Symbol;Acc:HGNC:9235]
RPL31P7,0.0141131258468837,-0.281105012341605,0.149,0.249,1,ribosomal protein L31 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:31325]
SNUPN,0.0141901113309539,-0.367300544020937,0.172,0.266,1,snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245]
POLG2,0.0145820125152739,-0.275309556428724,0.231,0.355,1,"DNA polymerase gamma 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9180]"
SNRPGP2,0.0146679352673247,-0.342852300583391,0.209,0.308,1,small nuclear ribonucleoprotein polypeptide G pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:30999]
NPLOC4,0.0147927916835051,-0.342630850381897,0.216,0.314,1,"NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]"
PGBD1,0.0148188975704265,-0.358675725710822,0.149,0.244,1,piggyBac transposable element derived 1 [Source:HGNC Symbol;Acc:HGNC:19398]
BHLHE41,0.0150128870591931,-0.443325688479802,0.067,0.14,1,basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]
SESN1,0.0150356684472079,-0.348711647128531,0.201,0.302,1,sestrin 1 [Source:HGNC Symbol;Acc:HGNC:21595]
NDUFB1,0.0151930722750121,-0.323705987052245,0.358,0.432,1,NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]
ATP1A1OS,0.0153194867725757,-0.393768720167099,0.052,0.123,1,
OSMR,0.0153329386902036,-0.277284162318117,0.112,0.205,1,oncostatin M receptor [Source:HGNC Symbol;Acc:HGNC:8507]
SH3BGRL2,0.0157148571213145,-0.300740875808728,0.127,0.227,1,SH3 domain binding glutamate rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567]
SCARB1,0.015935926047823,-0.255572963167268,0.425,0.536,1,scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]
FRG1B,0.0160710176248827,-0.50228857025689,0.231,0.292,1,
EEF1AKMT1,0.016206790598529,-0.380838452546322,0.097,0.181,1,EEF1A lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27351]
NAXD,0.0162129800678003,-0.372415858805071,0.261,0.364,1,NAD(P)HX dehydratase [Source:HGNC Symbol;Acc:HGNC:25576]
NINJ1,0.0163225708453991,-0.266379196157319,0.358,0.457,1,ninjurin 1 [Source:HGNC Symbol;Acc:HGNC:7824]
IFI6,0.016394075113756,-0.348293259927881,0.269,0.359,1,interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]
AC067950.1,0.0165894376262207,-0.278642233203505,0.216,0.341,1,
IL16,0.0167266081770788,-0.344547732139612,0.06,0.128,1,interleukin 16 [Source:HGNC Symbol;Acc:HGNC:5980]
RP11-361D15.1,0.0169917595246669,-0.358053622938337,0.097,0.18,1,
TOMM5,0.0177823262269991,-0.283022553826948,0.388,0.465,1,translocase of outer mitochondrial membrane 5 [Source:HGNC Symbol;Acc:HGNC:31369]
TSKU,0.0182950325353005,-0.363721351959716,0.052,0.12,1,"tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]"
RFX7,0.0187187323370665,-0.31703837439367,0.172,0.261,1,regulatory factor X7 [Source:HGNC Symbol;Acc:HGNC:25777]
MED24,0.0187355570323678,-0.330842421997005,0.313,0.41,1,mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]
NRCAM,0.0191900959709166,-0.376139892925797,0.119,0.203,1,neuronal cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:7994]
RP11-435F13.2,0.0194776285010247,-0.26312284049543,0.119,0.204,1,
CTC-559E9.5,0.0195141816474452,-0.346293310792708,0.052,0.12,1,
ATF5,0.0195610156747474,-0.334129536424471,0.052,0.117,1,activating transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:790]
DERL2,0.0196124503402136,-0.28715042822117,0.276,0.382,1,derlin 2 [Source:HGNC Symbol;Acc:HGNC:17943]
RPL31P49,0.0199125661687814,-0.259018430017078,0.224,0.349,1,ribosomal protein L31 pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:35909]
GTPBP6,0.0205500530129009,-0.404618743038991,0.104,0.183,1,GTP binding protein 6 (putative) [Source:HGNC Symbol;Acc:HGNC:30189]
NOL11,0.0208753549923658,-0.308486332606483,0.216,0.323,1,nucleolar protein 11 [Source:HGNC Symbol;Acc:HGNC:24557]
ASMTL,0.0211792376338873,-0.319777630641913,0.269,0.373,1,acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751]
TDG,0.0213097147900458,-0.30260816943604,0.328,0.421,1,thymine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:11700]
RP11-774O3.3,0.022612785772562,-0.332834494667467,0.075,0.144,1,
P3H1,0.0228816202041899,-0.358222246665204,0.172,0.259,1,prolyl 3-hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:19316]
PHF2,0.0232501891148838,-0.367144501403221,0.172,0.252,1,PHD finger protein 2 [Source:HGNC Symbol;Acc:HGNC:8920]
SLC46A3,0.0232675006332925,-0.349355273489219,0.172,0.269,1,solute carrier family 46 member 3 [Source:HGNC Symbol;Acc:HGNC:27501]
LINC00173,0.0235891468972985,-0.382545053461604,0.075,0.141,1,long intergenic non-protein coding RNA 173 [Source:HGNC Symbol;Acc:HGNC:33791]
NEO1,0.0237080272604747,-0.372417123466424,0.246,0.328,1,neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]
RAI1,0.0237868836936462,-0.267449766366696,0.127,0.212,1,retinoic acid induced 1 [Source:HGNC Symbol;Acc:HGNC:9834]
CNMD,0.0238178885984616,-0.448630677484464,0.045,0.106,1,chondromodulin [Source:HGNC Symbol;Acc:HGNC:17005]
NMI,0.0241855475131723,-0.353423327301,0.149,0.237,1,N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854]
THBS2,0.0241966069991957,-0.25773381346245,0.41,0.534,1,thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786]
DDAH1,0.0247793843798075,-0.360644310281925,0.09,0.163,1,dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]
TINF2,0.025014335277411,-0.294118001338771,0.276,0.376,1,TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]
NAALADL2,0.0254324922310621,-0.261339276605586,0.134,0.219,1,N-acetylated alpha-linked acidic dipeptidase like 2 [Source:HGNC Symbol;Acc:HGNC:23219]
NLGN1,0.0256072547882196,-0.260323943769638,0.09,0.164,1,neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291]
TMLHE,0.0258805251597694,-0.27034190104854,0.157,0.248,1,"trimethyllysine hydroxylase, epsilon [Source:HGNC Symbol;Acc:HGNC:18308]"
NUP188,0.0259289641450728,-0.255266665114615,0.343,0.45,1,nucleoporin 188 [Source:HGNC Symbol;Acc:HGNC:17859]
RP11-39N8.2,0.026158743723981,-0.421377045638793,0.067,0.133,1,
EAPP,0.0265176201226225,-0.316392152275367,0.336,0.414,1,E2F associated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:19312]
ZNF76,0.0265611403006514,-0.319157288198987,0.246,0.338,1,zinc finger protein 76 [Source:HGNC Symbol;Acc:HGNC:13149]
TFCP2,0.0266239970423758,-0.346970647052082,0.082,0.154,1,transcription factor CP2 [Source:HGNC Symbol;Acc:HGNC:11748]
ID3,0.0269104932002353,-0.434103951032118,0.082,0.15,1,inhibitor of DNA binding 3 [Source:HGNC Symbol;Acc:HGNC:5362]
CNIH1,0.0275644153349191,-0.261340284347312,0.313,0.394,1,cornichon family member 1 [Source:HGNC Symbol;Acc:HGNC:19431]
SSPN,0.0276639956514547,-0.327351481985879,0.119,0.195,1,sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]
GLCCI1,0.0279854306131201,-0.30913417350714,0.052,0.114,1,glucocorticoid induced 1 [Source:HGNC Symbol;Acc:HGNC:18713]
FAM101A,0.0280453531850521,-0.307733748853445,0.052,0.116,1,
ARMC5,0.0281047740098383,-0.34827486084142,0.082,0.151,1,armadillo repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:25781]
RP11-715J22.1,0.0285661251255354,-0.253046401339577,0.09,0.164,1,
IQCG,0.0285885223296004,-0.519323051306744,0.142,0.21,1,IQ motif containing G [Source:HGNC Symbol;Acc:HGNC:25251]
HEBP1,0.0286693645600222,-0.255444654125446,0.373,0.454,1,heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]
AP000892.6,0.0287224338437942,-0.374679880451309,0.201,0.272,1,
CLEC11A,0.028924655631649,-0.384204661256483,0.313,0.366,1,C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576]
INPP4B,0.0290647165104645,-0.323793977436157,0.082,0.149,1,inositol polyphosphate-4-phosphatase type II B [Source:HGNC Symbol;Acc:HGNC:6075]
RP11-524O24.3,0.0293230298627176,-0.269113439153237,0.276,0.369,1,
RMND1,0.0293331861321407,-0.298310267840717,0.187,0.283,1,required for meiotic nuclear division 1 homolog [Source:HGNC Symbol;Acc:HGNC:21176]
MED21,0.0294024538594344,-0.300457273567055,0.246,0.339,1,mediator complex subunit 21 [Source:HGNC Symbol;Acc:HGNC:11473]
ZNHIT3,0.0294077662095059,-0.28995902161904,0.313,0.396,1,zinc finger HIT-type containing 3 [Source:HGNC Symbol;Acc:HGNC:12309]
SHFM1P,0.0296304055768258,-0.272898229400006,0.179,0.264,1,
MOSPD1,0.0298240457490774,-0.332744317019926,0.067,0.135,1,motile sperm domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25235]
RP11-79P5.10,0.0303609742880629,-0.25606587404547,0.254,0.369,1,
SNORA21,0.0304113938837727,-0.384318758952847,0.082,0.154,1,"small nucleolar RNA, H/ACA box 21 [Source:HGNC Symbol;Acc:HGNC:32611]"
HMG20A,0.031097146604768,-0.294797340571917,0.157,0.242,1,high mobility group 20A [Source:HGNC Symbol;Acc:HGNC:5001]
PGAP3,0.0313399202752992,-0.29674355092604,0.187,0.276,1,post-GPI attachment to proteins phospholipase 3 [Source:HGNC Symbol;Acc:HGNC:23719]
THSD1,0.0323332904220637,-0.394168824713128,0.052,0.111,1,thrombospondin type 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17754]
POGLUT1,0.0327534781708683,-0.297440776183607,0.276,0.372,1,protein O-glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22954]
WIPF2,0.0327795044017785,-0.336230862400794,0.276,0.342,1,WAS/WASL interacting protein family member 2 [Source:HGNC Symbol;Acc:HGNC:30923]
EFTUD2,0.0331061934494208,-0.300784949875129,0.396,0.463,1,elongation factor Tu GTP binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30858]
TPD52L1,0.033144913503457,-0.315707334640266,0.224,0.31,1,TPD52 like 1 [Source:HGNC Symbol;Acc:HGNC:12006]
C12orf65,0.0341898095468535,-0.317929026827798,0.216,0.294,1,
UBQLN2,0.0343810717336452,-0.268896140339036,0.306,0.394,1,ubiquilin 2 [Source:HGNC Symbol;Acc:HGNC:12509]
METTL23,0.0344664597157668,-0.299884667035749,0.284,0.358,1,"methyltransferase 23, arginine [Source:HGNC Symbol;Acc:HGNC:26988]"
FKBP7,0.0353574162067381,-0.301239646547493,0.231,0.321,1,FKBP prolyl isomerase 7 [Source:HGNC Symbol;Acc:HGNC:3723]
ASF1A,0.035476102526229,-0.361384587830578,0.194,0.267,1,anti-silencing function 1A histone chaperone [Source:HGNC Symbol;Acc:HGNC:20995]
LMCD1,0.0357541080411544,-0.298416147517996,0.134,0.211,1,LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]
FBXW4,0.0357804724465556,-0.35281436758955,0.231,0.309,1,F-box and WD repeat domain containing 4 [Source:HGNC Symbol;Acc:HGNC:10847]
